timestamp,dut,test_case_id,status,error_message
,1495,ptp_oc_ieee_untag_1step,,*
,1495,ptp_oc_ieee_untag_slave_only,,*
,1496,ptp_hirschman_oc_default,,*
,1496,ptp-oc_default_profile,,*
,1496,Ptp-oc_telecom_js,,*
,1496,ptp_oc_hir_udp_mul_untag_def,,*
,1496,ptp_oc_ieee_untag_hirschmann,,*
,1496,ptp_oc_ieee_tag_hirschmann,,*
,1496,ptp_oc_ieee_untag_1step,,*
,2024-11-04 15:58:52,PTP-OC,,
,1496,ptp_oc_ieee_untag_slave_only,,*
,1497,ptp_hirschman_oc_default,,*
,1497,ptp-oc_default_profile,,*
,1497,ptp-oc_default_ieee_multicast,,*
,1497,Ptp-oc_telecom_js,,*
,1497,ptp_oc_hir_udp_mul_untag_def,,*
,1497,ptp_oc_ieee_untag_hirschmann,,*
,1497,ptp_oc_ieee_tag_hirschmann,,*
,1497,ptp_oc_ieee_untag_1step,,*
,1497,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:58:00,PTP-OC,,
,1498,ptp_hirschman_oc_default,,*
,1498,ptp-oc_default_profile,,*
,1498,ptp-oc_default_ieee_multicast,,*
,1498,Ptp-oc_telecom_js,,*
,1498,ptp_oc_hir_udp_mul_untag_def,,*
,1498,ptp_oc_ieee_untag_hirschmann,,*
,1498,ptp_oc_ieee_tag_hirschmann,,*
,1498,ptp_oc_ieee_untag_1step,,*
,1498,ptp_oc_ieee_untag_slave_only,,*
,1499,ptp_hirschman_oc_default,,*
,1499,ptp-oc_default_profile,,*
,1499,ptp-oc_default_ieee_multicast,,*
,1499,Ptp-oc_telecom_js,,*
,1499,ptp_oc_hir_udp_mul_untag_def,,*
,1499,ptp_oc_ieee_untag_hirschmann,,*
,1499,ptp_oc_ieee_tag_hirschmann,,*
,1499,ptp_oc_ieee_untag_1step,,*
,1499,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:58:40,PTP-OC,,
,1500,ptp_hirschman_oc_default,,*
,2024-10-12 18:25:56,PTP-OC,,
,1500,ptp-oc_default_profile,,*
,2024-10-21 13:21:00,PTP-OC,,
,1500,ptp-oc_default_ieee_multicast,,*
,2024-10-21 19:21:44,PTP-OC,,
,1500,Ptp-oc_telecom_js,,*
,1500,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:30:09,PTP-OC,,
,1500,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:28:18,PTP-OC,,
,1500,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:36:24,PTP-OC,,
,1500,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:00:59,PTP-OC,,
,1500,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 11:58:43,PTP-OC,,
,1501,ptp_hirschman_oc_default,,*
,1501,ptp-oc_default_profile,,*
,1501,ptp-oc_default_ieee_multicast,,*
,1501,Ptp-oc_telecom_js,,*
,1501,ptp_oc_hir_udp_mul_untag_def,,*
,1501,ptp_oc_ieee_untag_hirschmann,,*
,1501,ptp_oc_ieee_tag_hirschmann,,*
,1501,ptp_oc_ieee_untag_1step,,*
,1501,ptp_oc_ieee_untag_slave_only,,*
,1502,ptp-oc_default_profile,,*
,1502,ptp_hirschman_oc_default,,*
,1502,ptp-oc_default_ieee_multicast,,*
,1502,Ptp-oc_telecom_js,,*
,1502,ptp_oc_hir_udp_mul_untag_def,,*
,1502,ptp_oc_ieee_untag_hirschmann,,*
,1502,ptp_oc_ieee_tag_hirschmann,,*
,1502,ptp_oc_ieee_untag_1step,,*
,1502,ptp_oc_ieee_untag_slave_only,,*
,1503,ptp_hirschman_oc_default,,*
,1503,ptp-oc_default_profile,,*
,1503,ptp-oc_default_ieee_multicast,,*
,1503,Ptp-oc_telecom_js,,*
,1503,ptp_oc_hir_udp_mul_untag_def,,*
,1503,ptp_oc_ieee_untag_hirschmann,,*
,1503,ptp_oc_ieee_tag_hirschmann,,*
,1503,ptp_oc_ieee_untag_1step,,*
,1503,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:00:19,PTP-OC,,
,1504,ptp_hirschman_oc_default,,*
,1504,ptp-oc_default_profile,,*
,1504,ptp-oc_default_ieee_multicast,,*
,1504,Ptp-oc_telecom_js,,*
,1504,ptp_oc_hir_udp_mul_untag_def,,*
,1504,ptp_oc_ieee_untag_hirschmann,,*
,1504,ptp_oc_ieee_tag_hirschmann,,*
,1504,ptp_oc_ieee_untag_1step,,*
,1504,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:00:23,PTP-OC,,
,1505,ptp_hirschman_oc_default,,*
,1505,ptp-oc_default_profile,,*
,1505,ptp-oc_default_ieee_multicast,,*
,1505,Ptp-oc_telecom_js,,*
,1505,ptp_oc_hir_udp_mul_untag_def,,*
,1505,ptp_oc_ieee_untag_hirschmann,,*
,1505,ptp_oc_ieee_tag_hirschmann,,*
,1505,ptp_oc_ieee_untag_1step,,*
,1505,ptp_oc_ieee_untag_slave_only,,*
,1506,ptp_hirschman_oc_default,,*
,1506,ptp-oc_default_profile,,*
,1506,ptp-oc_default_ieee_multicast,,*
,1506,Ptp-oc_telecom_js,,*
,1506,ptp_oc_hir_udp_mul_untag_def,,*
,1506,ptp_oc_ieee_untag_hirschmann,,*
,1506,ptp_oc_ieee_tag_hirschmann,,*
,1506,ptp_oc_ieee_untag_1step,,*
,1506,ptp_oc_ieee_untag_slave_only,,*
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-10-12 18:30:05	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_006.tcl,,
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-10-21 13:25:09	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_006.tcl,,
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-10-21 19:34:17	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_006.tcl,,
,1507,Ptp-oc_telecom_js,,*
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-11-01 17:34:28	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_006.tcl,,
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-11-04 13:32:25	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_006.tcl,,
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-11-04 14:41:01	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_006.tcl,,
,sync/sync,follow up and delay response message with Alternate master flag set to false when it is in master state	admin	2024-11-04 16:05:13	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_006.tcl,,
,1507,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:01:53,PTP-OC,,
,1508,ptp_hirschman_oc_default,,*
,1508,ptp-oc_default_profile,,*
,1508,ptp-oc_default_ieee_multicast,,*
,1508,Ptp-oc_telecom_js,,*
,1508,ptp_oc_hir_udp_mul_untag_def,,*
,1508,ptp_oc_ieee_untag_hirschmann,,*
,1508,ptp_oc_ieee_tag_hirschmann,,*
,1508,ptp_oc_ieee_untag_1step,,*
,1508,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:02:36,PTP-OC,,
,1509,ptp_hirschman_oc_default,,*
,1509,ptp-oc_default_profile,,*
,1509,Ptp-oc_telecom_js,,*
,1509,ptp_oc_hir_udp_mul_untag_def,,*
,1509,ptp_oc_ieee_untag_hirschmann,,*
,1509,ptp_oc_ieee_tag_hirschmann,,*
,1509,ptp_oc_ieee_untag_1step,,*
,1509,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:02:39,PTP-OC,,
,1510,ptp_hirschman_oc_default,,*
,1510,ptp-oc_default_profile,,*
,1510,ptp_xena_wr,,*
,1510,ptp-oc_default_ieee_multicast,,*
,1510,Ptp-oc_telecom_js,,*
,1510,ptp_oc_hir_udp_mul_untag_def,,*
,1510,ptp_oc_ieee_untag_hirschmann,,*
,1510,ptp_oc_ieee_tag_hirschmann,,*
,1510,ptp_oc_ieee_untag_1step,,*
,1510,ptp_oc_ieee_untag_slave_only,,*
,1511,ptp_hirschman_oc_default,,*
,1511,ptp-oc_default_profile,,*
,1511,ptp-oc_default_ieee_multicast,,*
,1511,Ptp-oc_telecom_js,,*
,1511,ptp_oc_hir_udp_mul_untag_def,,*
,1511,ptp_oc_ieee_untag_hirschmann,,*
,1511,ptp_oc_ieee_tag_hirschmann,,*
,1511,ptp_oc_ieee_untag_1step,,*
,1511,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:03:17,PTP-OC,,
,1512,ptp_hirschman_oc_default,,*
,1512,ptp-oc_default_profile,,*
,1512,ptp-oc_default_ieee_multicast,,*
,1512,Ptp-oc_telecom_js,,*
,1512,ptp_oc_hir_udp_mul_untag_def,,*
,1512,ptp_oc_ieee_untag_hirschmann,,*
,1512,ptp_oc_ieee_tag_hirschmann,,*
,1512,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:08:54,PTP-OC,,
,1512,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:03:20,PTP-OC,,
,req. src port id,req. clock id of received delay response message matches with sequence and source port id and clock id of the delay request message respectively	admin	2024-10-12 16:48:58	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_012.tcl,,
,1513,ptp_hirschman_oc_default,,*
,2024-10-12 17:53:05,PTP-OC,,
,1513,ptp-oc_default_profile,,*
,2024-10-21 12:49:09,PTP-OC,,
,req. src port id,req. clock id of received delay response message matches with sequence and source port id and clock id of the delay request message respectively	admin	2024-10-21 17:48:48	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_012.tcl,,
,1513,Ptp-oc_telecom_js,,*
,1513,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:39:00,PTP-OC,,
,1513,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:36:42,PTP-OC,,
,1513,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:45:48,PTP-OC,,
,1513,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:08:57,PTP-OC,,
,1513,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:03:24,PTP-OC,,
,1514,ptp_hirschman_oc_default,,*
,2024-10-12 16:49:39,PTP-OC,,
,2024-10-12 17:53:49,PTP-OC,,
,1514,ptp-oc_default_profile,,*
,2024-10-21 12:49:52,PTP-OC,,
,1514,ptp-oc_default_ieee_multicast,,*
,2024-10-21 17:50:54,PTP-OC,,
,1514,Ptp-oc_telecom_js,,*
,1514,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:39:44,PTP-OC,,
,1514,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:37:25,PTP-OC,,
,1514,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:46:34,PTP-OC,,
,1514,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:09:40,PTP-OC,,
,1514,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:03:27,PTP-OC,,
,1515,ptp_hirschman_oc_default,,*
,1515,ptp-oc_default_profile,,*
,1515,ptp-oc_default_ieee_multicast,,*
,1515,Ptp-oc_telecom_js,,*
,1515,ptp_oc_hir_udp_mul_untag_def,,*
,1515,ptp_oc_ieee_untag_hirschmann,,*
,1515,ptp_oc_ieee_tag_hirschmann,,*
,1515,ptp_oc_ieee_untag_1step,,*
,1515,ptp_oc_ieee_untag_slave_only,,*
,1516,ptp_hirschman_oc_default,,*
,2024-10-12 16:50:18,PTP-OC,,
,sequence id and req source port id of PDelay_Resp message matches with domain no,sequence id and source port id of PDelay_Req message respectively	admin	2024-10-12 17:54:31	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_015.tcl,,
,sequence id and req source port id of PDelay_Resp message matches with domain no,sequence id and source port id of PDelay_Req message respectively	admin	2024-10-21 12:50:28	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_015.tcl,,
,sequence id and req source port id of PDelay_Resp message matches with domain no,sequence id and source port id of PDelay_Req message respectively	admin	2024-10-21 17:52:57	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_015.tcl,,
,1516,Ptp-oc_telecom_js,,*
,1516,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:39:48,PTP-OC,,
,1516,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:37:28,PTP-OC,,
,1516,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:46:38,PTP-OC,,
,1516,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:09:43,PTP-OC,,
,1516,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:03:31,PTP-OC,,
,1517,ptp_hirschman_oc_default,,*
,2024-10-12 16:55:00,PTP-OC,,
,2024-10-12 17:55:04,PTP-OC,,
,1517,ptp-oc_default_profile,,*
,2024-10-21 12:51:01,PTP-OC,,
,sequence id,correction field and req source port id of PDelay_Resp_Followup message matches with domain no,,correction field and source port id of PDelay_Req message respectively	admin	2024-10-21 17:54:57	PTP-OC	protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_mtg_016.tcl
,1517,Ptp-oc_telecom_js,,*
,1517,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:40:26,PTP-OC,,
,1517,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:38:04,PTP-OC,,
,1517,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:47:18,PTP-OC,,
,1517,ptp_oc_ieee_untag_1step,,*
,1517,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:04:08,PTP-OC,,
,1518,ptp_hirschman_oc_default,,*
,1518,ptp-oc_default_profile,,*
,1518,ptp-oc_default_ieee_multicast,,*
,1518,Ptp-oc_telecom_js,,*
,1518,ptp_oc_hir_udp_mul_untag_def,,*
,1518,ptp_oc_ieee_untag_hirschmann,,*
,1518,ptp_oc_ieee_tag_hirschmann,,*
,1518,ptp_oc_ieee_untag_1step,,*
,1518,ptp_oc_ieee_untag_slave_only,,*
,1519,ptp_hirschman_oc_default,,*
,1519,ptp-oc_default_profile,,*
,1519,ptp-oc_default_ieee_multicast,,*
,1519,Ptp-oc_telecom_js,,*
,2024-10-30 14:19:44,PTP-OC,,
,1519,ptp_oc_hir_udp_mul_untag_def,,*
,1519,ptp_oc_ieee_untag_hirschmann,,*
,1519,ptp_oc_ieee_tag_hirschmann,,*
,1519,ptp_oc_ieee_untag_1step,,*
,1519,ptp_oc_ieee_untag_slave_only,,*
,1519,ptp_oc_telecom_linux_simulation,,*
,2024-11-05 18:37:57,PTP-OC,,
,2024-11-07 08:53:43,PTP-OC,,
,2024-11-08 10:27:59,PTP-OC,,
,2024-11-08 11:08:52,PTP-OC,,
,1520,ptp_hirschman_oc_default,,*
,1520,ptp-oc_default_profile,,*
,1520,ptp-oc_default_ieee_multicast,,*
,1520,Ptp-oc_telecom_js,,*
,1520,ptp_oc_hir_udp_mul_untag_def,,*
,1520,ptp_oc_ieee_untag_hirschmann,,*
,1520,ptp_oc_ieee_tag_hirschmann,,*
,1520,ptp_oc_ieee_untag_1step,,*
,1520,ptp_oc_ieee_untag_slave_only,,*
,1520,ptp_oc_telecom_linux_simulation,,*
,1521,ptp_hirschman_oc_default,,*
,1521,ptp-oc_default_profile,,*
,1521,ptp-oc_default_ieee_multicast,,*
,1521,Ptp-oc_telecom_js,,*
,1521,ptp_oc_hir_udp_mul_untag_def,,*
,1521,ptp_oc_ieee_untag_hirschmann,,*
,1521,ptp_oc_ieee_tag_hirschmann,,*
,1521,ptp_oc_ieee_untag_1step,,*
,1521,ptp_oc_ieee_untag_slave_only,,*
,1522,ptp_hirschman_oc_default,,*
,2024-10-12 16:44:34,PTP-OC,,
,2024-10-12 17:50:09,PTP-OC,,
,1522,ptp-oc_default_profile,,*
,2024-10-21 12:46:22,PTP-OC,,
,1522,ptp-oc_default_ieee_multicast,,*
,2024-10-21 17:39:49,PTP-OC,,
,1522,Ptp-oc_telecom_js,,*
,1522,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:43:16,PTP-OC,,
,1522,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:40:47,PTP-OC,,
,1522,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:50:18,PTP-OC,,
,1522,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:12:34,PTP-OC,,
,1522,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:07:25,PTP-OC,,
,1523,ptp_hirschman_oc_default,,*
,2024-10-12 16:41:04,PTP-OC,,
,2024-10-12 17:46:28,PTP-OC,,
,1523,ptp-oc_default_profile,,*
,2024-10-21 12:14:09,PTP-OC,,
,2024-10-21 12:43:10,PTP-OC,,
,1523,ptp-oc_default_ieee_multicast,,*
,2024-10-21 17:28:19,PTP-OC,,
,1523,Ptp-oc_telecom_js,,*
,1523,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:43:45,PTP-OC,,
,1523,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:41:15,PTP-OC,,
,1523,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:50:50,PTP-OC,,
,1523,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:13:01,PTP-OC,,
,1523,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:07:53,PTP-OC,,
,1524,ptp_hirschman_oc_default,,*
,2024-10-12 16:41:09,PTP-OC,,
,2024-10-12 17:46:36,PTP-OC,,
,1524,ptp-oc_default_profile,,*
,2024-10-21 12:14:14,PTP-OC,,
,2024-10-21 12:43:14,PTP-OC,,
,1524,ptp-oc_default_ieee_multicast,,*
,2024-10-21 17:28:22,PTP-OC,,
,1524,Ptp-oc_telecom_js,,*
,1524,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:43:48,PTP-OC,,
,1524,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:41:18,PTP-OC,,
,1524,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:50:53,PTP-OC,,
,1524,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:13:05,PTP-OC,,
,1524,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:07:56,PTP-OC,,
,1525,ptp_hirschman_oc_default,,*
,admin,2024-10-12 16:41:14,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_pcg_005.tcl
,admin,2024-10-12 17:46:45,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_pcg_005.tcl
,1525,ptp-oc_default_profile,,*
,admin,2024-10-21 12:14:20,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_pcg_005.tcl
,admin,2024-10-21 12:43:18,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_pcg_005.tcl
,1525,ptp-oc_default_ieee_multicast,,*
,admin,2024-10-21 17:28:25,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_pcg_005.tcl
,1525,Ptp-oc_telecom_js,,*
,1525,ptp_oc_hir_udp_mul_untag_def,,*
,admin,2024-11-01 17:43:52,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_pcg_005.tcl
,1525,ptp_oc_ieee_untag_hirschmann,,*
,admin,2024-11-04 13:41:22,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_pcg_005.tcl
,1525,ptp_oc_ieee_tag_hirschmann,,*
,admin,2024-11-04 14:50:57,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_pcg_005.tcl
,1525,ptp_oc_ieee_untag_1step,,*
,admin,2024-11-04 16:13:08,,protocol/Ptp-oc/Testscript/tc_conf_ptp-oc_pcg_005.tcl
,1525,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:08:00,PTP-OC,,
,1526,ptp_hirschman_oc_default,,*
,1526,ptp-oc_default_profile,,*
,1526,ptp-oc_default_ieee_multicast,,*
,1526,Ptp-oc_telecom_js,,*
,1526,ptp_oc_hir_udp_mul_untag_def,,*
,1526,ptp_oc_ieee_untag_hirschmann,,*
,1526,ptp_oc_ieee_tag_hirschmann,,*
,1526,ptp_oc_ieee_untag_1step,,*
,1526,ptp_oc_ieee_untag_slave_only,,*
,1527,ptp_hirschman_oc_default,,*
,2024-10-12 16:42:29,PTP-OC,,
,2024-10-12 17:48:05,PTP-OC,,
,1527,ptp-oc_default_profile,,*
,2024-10-21 12:15:31,PTP-OC,,
,2024-10-21 12:44:30,PTP-OC,,
,1527,ptp-oc_default_ieee_multicast,,*
,2024-10-21 17:32:31,PTP-OC,,
,1527,Ptp-oc_telecom_js,,*
,1527,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:45:07,PTP-OC,,
,1527,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:42:35,PTP-OC,,
,1527,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:52:17,PTP-OC,,
,1527,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:14:21,PTP-OC,,
,1527,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:08:38,PTP-OC,,
,1528,ptp_hirschman_oc_default,,*
,2024-10-12 16:42:34,PTP-OC,,
,2024-10-12 17:48:11,PTP-OC,,
,1528,ptp-oc_default_profile,,*
,2024-10-21 12:15:35,PTP-OC,,
,2024-10-21 12:44:34,PTP-OC,,
,1528,ptp-oc_default_ieee_multicast,,*
,2024-10-21 17:32:35,PTP-OC,,
,1528,Ptp-oc_telecom_js,,*
,1528,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:45:10,PTP-OC,,
,1528,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:42:39,PTP-OC,,
,1528,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:52:21,PTP-OC,,
,1528,ptp_oc_ieee_untag_1step,,*
,1528,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:08:41,PTP-OC,,
,1529,ptp_hirschman_oc_default,,*
,2024-10-12 16:42:39,PTP-OC,,
,2024-10-12 17:48:20,PTP-OC,,
,1529,ptp-oc_default_profile,,*
,2024-10-21 12:44:37,PTP-OC,,
,1529,ptp-oc_default_ieee_multicast,,*
,2024-10-21 17:32:38,PTP-OC,,
,1529,Ptp-oc_telecom_js,,*
,1529,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:45:14,PTP-OC,,
,1529,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:42:42,PTP-OC,,
,1529,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:52:24,PTP-OC,,
,1529,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:15:30,PTP-OC,,
,1529,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:08:45,PTP-OC,,
,1530,ptp_hirschman_oc_default,,*
,2024-10-12 16:43:19,PTP-OC,,
,2024-10-12 17:48:59,PTP-OC,,
,1530,ptp-oc_default_profile,,*
,2024-10-21 12:45:14,PTP-OC,,
,1530,ptp-oc_default_ieee_multicast,,*
,2024-10-21 17:34:43,PTP-OC,,
,1530,Ptp-oc_telecom_js,,*
,1530,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:45:53,PTP-OC,,
,1530,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:43:19,PTP-OC,,
,1530,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:53:05,PTP-OC,,
,1530,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:15:33,PTP-OC,,
,1530,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:08:48,PTP-OC,,
,1531,ptp_hirschman_oc_default,,*
,2024-10-12 16:43:58,PTP-OC,,
,2024-10-12 17:49:31,PTP-OC,,
,1531,ptp-oc_default_profile,,*
,2024-10-21 12:45:47,PTP-OC,,
,1531,ptp-oc_default_ieee_multicast,,*
,2024-10-21 17:36:42,PTP-OC,,
,1531,Ptp-oc_telecom_js,,*
,1531,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:46:27,PTP-OC,,
,1531,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:43:50,PTP-OC,,
,1531,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:53:42,PTP-OC,,
,1531,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:15:36,PTP-OC,,
,1531,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:09:20,PTP-OC,,
,2024-11-05 13:24:31,PTP-OC,,
,2024-11-05 13:28:30,PTP-OC,,
,1532,ptp_hirschman_oc_default,,*
,2024-10-12 16:57:04,PTP-OC,,
,2024-10-12 17:56:58,PTP-OC,,
,1532,ptp-oc_default_profile,,*
,2024-10-21 12:52:57,PTP-OC,,
,1532,ptp-oc_default_ieee_multicast,,*
,2024-10-21 17:59:05,PTP-OC,,
,1532,Ptp-oc_telecom_js,,*
,1532,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:47:03,PTP-OC,,
,1532,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:44:26,PTP-OC,,
,1532,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:54:20,PTP-OC,,
,1532,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:16:11,PTP-OC,,
,1532,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:09:55,PTP-OC,,
,2024-11-05 12:53:25,PTP-OC,,
,2024-11-05 12:54:48,PTP-OC,,
,2024-11-05 12:56:17,PTP-OC,,
,2024-11-05 12:57:33,PTP-OC,,
,2024-11-05 13:21:22,PTP-OC,,
,1533,ptp_hirschman_oc_default,,*
,2024-10-12 16:57:33,PTP-OC,,
,2024-10-12 17:57:26,PTP-OC,,
,1533,ptp-oc_default_profile,,*
,2024-10-21 12:53:27,PTP-OC,,
,1533,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:01:49,PTP-OC,,
,1533,Ptp-oc_telecom_js,,*
,1533,ptp_oc_hir_udp_mul_untag_def,,*
,2024-11-01 17:42:17,PTP-OC,,
,1533,ptp_oc_ieee_untag_hirschmann,,*
,2024-11-04 13:39:45,PTP-OC,,
,1533,ptp_oc_ieee_tag_hirschmann,,*
,2024-11-04 14:49:18,PTP-OC,,
,1533,ptp_oc_ieee_untag_1step,,*
,2024-11-04 16:11:37,PTP-OC,,
,1533,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:05:59,PTP-OC,,
,1534,ptp_hirschman_oc_default,,*
,1534,ptp-oc_default_profile,,*
,1534,ptp-oc_default_ieee_multicast,,*
,2024-10-21 18:01:52,PTP-OC,,
,1534,Ptp-oc_telecom_js,,*
,1534,ptp_oc_hir_udp_mul_untag_def,,*
,1534,ptp_oc_ieee_untag_hirschmann,,*
,1534,ptp_oc_ieee_tag_hirschmann,,*
,1534,ptp_oc_ieee_untag_1step,,*
,1534,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:11:16,PTP-OC,,
,1535,ptp_hirschman_oc_default,,*
,1535,ptp-oc_default_profile,,*
,1535,ptp-oc_default_ieee_multicast,,*
,1535,Ptp-oc_telecom_js,,*
,1535,ptp_oc_hir_udp_mul_untag_def,,*
,1535,ptp_oc_ieee_untag_hirschmann,,*
,1535,ptp_oc_ieee_tag_hirschmann,,*
,1535,ptp_oc_ieee_untag_1step,,*
,1535,ptp_oc_ieee_untag_slave_only,,*
,2024-11-05 12:11:21,PTP-OC,,
